name,url,state,revenue,growth_%,industry,workers,founded,yrs_on_list,city
Flexicrew Technical Services,flexicrewtech.com,Louisiana,300000.0,1541,Human Resources,11,2015,1,Metairie
Texas Beauty Labs,texasbeautylabs.com,Texas,900000.0,1539,Manufacturing,88,2007,2,Austin
Scientist.com,scientist.com,California,9700000.0,1522,Health,60,2007,3,Solana Beach
Hennessey Consulting,jasonhennessey.com,California,300000.0,1521,Advertising & Marketing,15,2015,1,Valencia
Meleeo,meleeo.com,Florida,600000.0,1519,Business Products & Services,60,2015,1,Odessa
SNA International,sna-intl.com,Virginia,1000000.0,1517,Government Services,175,2002,1,Alexandria
Staymobile,staymobile.com,Georgia,2100000.0,1515,Retail,90,2014,1,Marietta
Amani Enterprises,tissini.com,Florida,400000.0,1515,Retail,63,2015,1,Miami
Privateer IT,privateerit.com,Florida,200000.0,1514,IT Management,22,2014,1,Melbourne
Discuss.io,http://discuss.io,Washington,600000.0,1508,Software,44,2012,2,Seattle
Dollar Fulfillment,dollarfulfillment.com,Idaho,900000.0,1507,Logistics & Transportation,15,2008,3,Hayden
Domino Data Lab,dominodatalab.com,California,1200000.0,1505,Software,102,2013,1,San Francisco
LYFE Marketing,http://lyfemarketing.com,Georgia,300000.0,1501,Advertising & Marketing,35,2011,1,Atlanta
Alivi,http://alivi.com,Florida,1400000.0,1496,Health,100,2012,1,doral
EETech Media,eetech.com,Idaho,700000.0,1493,Media,20,2015,1,Boise
Gravis Law,gravislaw.com,Washington,300000.0,1488,Consumer Products & Services,46,2014,1,Richland
Cousins Logistics,cousinslogistics.com,Florida,4700000.0,1487,Logistics & Transportation,55,2014,1,Boca Raton
Position2,position2.com,California,6500000.0,1482,Advertising & Marketing,203,2005,2,Santa Clara
BentoBox CMS,getbento.com,New York,400000.0,1480,Software,80,2013,1,New York
Symbol Health Solutions,symbolhealth.com,Alabama,7700000.0,1472,Health,60,2012,1,Mobile
Crisp Video Group,crispvideo.com,Georgia,1600000.0,1469,Advertising & Marketing,36,2012,3,Atlanta
Sand Cloud,http://sandcloud.com,California,700000.0,1469,Retail,19,2014,1,San Diego
Wrapify,wrapify.com,California,300000.0,1468,Advertising & Marketing,18,2015,1,Solana Bech
Iuvo Logistics,iuvologistics.com,Ohio,300000.0,1467,Logistics & Transportation,23,2012,1,Dayton
Group 10 Capital,10llc.com,Florida,600000.0,1464,Real Estate,6,2014,1,Miami Beach
Basemakers,basemakers.com,California,300000.0,1460,Business Products & Services,55,2015,1,Venice
Tossware,http://tossware.com,California,500000.0,1458,Consumer Products & Services,15,2014,1,Fontana
360ia,360ia.com,Louisiana,200000.0,1455,Software,41,2015,1,Lafayette
NextGen Leads,nextgenleads.com,California,3600000.0,1454,Advertising & Marketing,70,2014,1,San Diego
ColtonCooper,digbytrans.com,Colorado,1000000.0,1449,Logistics & Transportation,11,2015,1,Denver
HANDLE,http://handleglobal.com,Kentucky,200000.0,1447,Health,20,2015,1,Prospect
BestSelf Ventures,bestself.co,Texas,600000.0,1444,Consumer Products & Services,10,2015,1,Austin
TazKai,nrsng.com,Texas,300000.0,1444,Education,15,2014,1,ALLEN
Cumulus Networks,cumulusnetworks.com,California,2500000.0,1437,Software,179,2010,1,Mountain View
OppLoans,opploans.com,Illinois,13400000.0,1434,Financial Services,308,2012,4,Chicago
Common Thread Collective,commonthreadco.com,California,500000.0,1433,Advertising & Marketing,47,2014,2,Newport Beach
Cloudbeds,cloudbeds.com,California,800000.0,1426,Software,203,2012,2,San Diego
Vested Metals International,vestedmetals.net,Florida,300000.0,1423,Manufacturing,6,2014,1,Saint Augustine
Platt Cheema Richmond,http://pcrfirm.com,Texas,200000.0,1423,Real Estate,14,2015,1,Dallas
Revelry,shoprevelry.com,Texas,400000.0,1423,Retail,10,2009,1,Austin
QOS Networks,qosnet.com,California,700000.0,1417,IT Management,24,2012,1,Irvine
Koddi,koddi.com,Texas,2700000.0,1408,Software,101,2013,2,Fort Worth
Change Media Group,changemediagroup.com,Michigan,1000000.0,1408,Advertising & Marketing,18,2012,1,Lansing
BLDG-25,bldg-25.com,North Carolina,300000.0,1407,Software,25,2015,1,Raleigh
Dropoff,dropoff.com,Texas,1600000.0,1405,Logistics & Transportation,84,2014,1,Austin
Modavate,modavate.com,Georgia,200000.0,1405,Advertising & Marketing,12,2007,1,Buford
Arcus Financial Intelligence,arcusfi.com,New York,300000.0,1404,Financial Services,54,2013,1,New York
Digital Resource,yourdigitalresource.com,Florida,400000.0,1399,Advertising & Marketing,38,2014,2,West Palm Beach
Girikon,girikon.com,Arizona,300000.0,1398,IT Management,140,2015,1,Phoenix
Liberty Rent Guarantee,libertyrent.com,Alabama,200000.0,1386,Real Estate,12,2014,1,Fairhope
Inflowlogistics,inflow-ns.com,Texas,400000.0,1385,Government Services,41,2014,1,San Antonio
Pymetrics,pymetrics.com,New York,600000.0,1379,Software,80,2013,1,New York
Madewell Construction,madewell-construction.com,Texas,600000.0,1373,Construction,9,2014,1,Lubbock
Power Target,electricityrates.com,Maryland,200000.0,1358,Energy,5,2011,1,Millersville
Bidwise,http://bidwise.com,Puerto Rico,200000.0,1354,Advertising & Marketing,7,2015,1,San Juan
Wavicle Data Solutions,wavicledata.com,Illinois,1200000.0,1347,IT System Development,171,2013,1,Chicago
Red Seat Ventures,redseatventures.com,New York,400000.0,1344,Media,25,2015,1,New York
reCommerce,recommercebrands.com,Florida,3400000.0,1332,Advertising & Marketing,60,2013,2,Deerfield Beach
Design Pickle,designpickle.com,Arizona,700000.0,1329,Business Products & Services,230,2015,1,Scottsdale
Hyperice,http://hyperice.com,California,6400000.0,1327,Consumer Products & Services,21,2010,4,Irvine
Synfiny Advisors,synfiny.com,Ohio,300000.0,1326,Business Products & Services,2,2014,1,Cincinnati
MNS1 Express,mns1express.com,Illinois,2900000.0,1323,Logistics & Transportation,15,2011,1,Bolingbrook
TomboyX,tomboyx.com,Washington,1000000.0,1316,Consumer Products & Services,18,2013,2,Seattle
ShopPad,theshoppad.com,California,200000.0,1313,Software,19,2012,1,Oakland
Carta,http://carta.com,California,3500000.0,1301,Financial Services,400,2012,2,San Francisco
SnackNation,http://snacknation.com,California,2400000.0,1293,Food & Beverage,166,2014,2,Culver City
Staffing as a Mission,staffingmission.com,Tennessee,600000.0,1291,Business Products & Services,15,2014,1,Brentwood
Azure Knowledge,azureknowledge.com,New Jersey,2000000.0,1287,Business Products & Services,185,2010,2,Piscataway
Element78 Partners,e78advisors.com,Illinois,300000.0,1282,Financial Services,16,2015,1,Oak Brook
inVibe Labs,invibe.co,California,200000.0,1281,Business Products & Services,8,2013,1,Costa Mesa
SimpleNexus,http://simplenexus.com,Utah,800000.0,1279,Software,100,2014,2,Lehi
The Language Group,thelanguagegroup.com,Virginia,800000.0,1278,Business Products & Services,27,1999,3,Virginia Beach
Green Bits,greenbits.com,California,600000.0,1275,Software,80,2014,1,San Jose
M2M In Motion,m2minmotion.com,Illinois,200000.0,1270,Software,17,2013,1,Lombard
AdFicient,adficient.com,Missouri,600000.0,1264,Advertising & Marketing,3,2009,1,Saint Louis
Raddish Kids,raddishkids.com,California,900000.0,1255,Consumer Products & Services,17,2014,1,Redondo Beach
Titan Mechanical,titanmech.net,Virginia,1600000.0,1254,Construction,32,2014,1,manassas
NanaMacs Clothing,nanamacs.com,Idaho,1200000.0,1252,Retail,29,2012,3,Post Falls
Perimeter Security Partners,perimetersecuritypartners.com,Tennessee,1500000.0,1248,Security,22,2014,1,Brentwood
LYNC Logistics,lynclogistics.com,Tennessee,2800000.0,1247,Logistics & Transportation,36,2014,1,Chattanooga
Cox Residential,coxres.com,Indiana,300000.0,1240,Construction,11,2013,1,Carmel
Stealth-ISS Group,stealth-iss.com,Virginia,300000.0,1240,IT Management,19,2002,2,Arlington
Seeq Corporation,seeq.com,Washington,300000.0,1240,Software,85,2013,1,Seattle
M7 Services,m7services.com,Texas,500000.0,1237,IT Management,30,2014,1,Houston
Healthy Human,healthyhumanlife.com,South Carolina,300000.0,1232,Retail,6,2015,1,Mt Pleasant
Professional Hair Labs,prohairlabs.com,Florida,600000.0,1231,Health,10,1994,1,Zephyrhills
Strategic Alliance Business Group,sabg.com,Virginia,2200000.0,1228,Government Services,134,2005,2,Arlington
Synup,http://synup.com,New York,300000.0,1226,IT Management,121,2014,1,New York
First Stop Health,fshealth.com,Illinois,400000.0,1226,Health,24,2011,2,Chicago
BoxyCharm,boxycharm.com,Florida,13700000.0,1225,Consumer Products & Services,90,2013,2,Pembroke Pines
WearMe Pro,wearmepro.com,Arizona,400000.0,1220,Retail,6,2014,1,Tempe
Vidoori,vidoori.com,Maryland,3100000.0,1220,IT Management,131,2008,1,Silver Spring
Stackify,stackify.com,Kansas,200000.0,1216,Software,45,2012,1,Leawood
XY - The Persistent Company,xy.company,California,2200000.0,1210,Software,75,2012,1,San Diego
Dental Intelligence,http://dentalintel.com,Utah,700000.0,1203,Health,84,2015,1,Pleasant Grove
PowerInbox,powerinbox.com,New York,3100000.0,1202,Software,41,2011,2,New York
SimpleTire,simpletire.com,Pennsylvania,25600000.0,1200,Retail,56,2012,2,Trevose
Creative State Marketing,creativestatex.com,Florida,600000.0,1197,Advertising & Marketing,21,2014,1,Miami
UrbanStems,urbanstems.com,District of Columbia,1300000.0,1192,Consumer Products & Services,90,2014,1,Washington
GCubed Enterprises,gcubedinc.com,Virginia,500000.0,1191,IT Management,47,2014,1,Stafford
VideoAmp,http://videoamp.com,California,2000000.0,1190,Advertising & Marketing,122,2014,1,Los Angeles
SweetScience Marketing,gosweetscience.com,Pennsylvania,200000.0,1186,Advertising & Marketing,12,2014,1,King of Prussia
Rented.com,rented.com,Georgia,500000.0,1183,Travel & Hospitality,28,2013,1,Atlanta
Lakarya,lakarya.com,Virginia,300000.0,1180,IT System Development,11,2013,1,Sterling
Cosset,cossetbathandbody.com,Utah,500000.0,1168,Retail,70,2014,1,South Salt Lake
Tomahawk Strategic Solutions,tomahawkstrategicsolutions.com,Tennessee,300000.0,1168,Security,12,2014,1,Nashville
Della Infotech,dellainfotech.com,New Jersey,500000.0,1165,IT Management,115,2012,2,Hamilton
Realvolve,realvolve.com,Colorado,200000.0,1163,Software,24,2014,1,Greenwood Village
Edvenswa Tech,edvenswa.com,California,300000.0,1156,Software,52,2012,1,San Jose
UpNest,upnest.com,California,1000000.0,1152,Real Estate,30,2013,2,Burlingame
Double Wood,doublewoodsupplements.com,Pennsylvania,700000.0,1147,Health,3,2013,1,Philadelphia
Van Law Firm,vanlawfirm.com,Nevada,300000.0,1146,Consumer Products & Services,25,2012,1,Las Vegas
Mobile Text Alerts,mobile-text-alerts.com,Nebraska,300000.0,1144,Software,7,2012,1,Lincoln
Apogee Stores,golfcarttiresupply.com,Illinois,500000.0,1141,Retail,5,2014,1,Chicago
New Credit America,http://newcreditamerica.com,Oregon,1500000.0,1141,Financial Services,42,2014,1,Portland
Bore Tech Utilities,http://bore-tech.net,Florida,1000000.0,1137,Government Services,52,2011,2,Miami
Anna Marie Events,http://annamarieevents.com,California,400000.0,1135,Business Products & Services,4,2012,1,San Francisco
Pattern,http://pattern.com,Utah,21100000.0,1133,Advertising & Marketing,118,2013,1,Lehi
Advanced Operations Partners,advancedoperationspartners.com,Texas,2400000.0,1130,Business Products & Services,50,2005,1,San Antonio
Newline Interactive,newline-interactive.com,Texas,3300000.0,1127,Computer Hardware,37,2012,3,Plano
Groove.co,http://groove.co,California,400000.0,1120,Software,32,2014,1,San Francisco
G2,g2.com,Illinois,2200000.0,1115,Software,255,2012,1,Chicago
Lean Staffing Solutions,leanstaffing.com,Florida,600000.0,1113,Human Resources,10,2008,1,Coral Springs
Vigene Biosciences,vigenebio.com,Maryland,1200000.0,1111,Health,55,2012,2,Rockville
Pitisci & Associates,tampastaff.com,Florida,900000.0,1110,IT Management,7,2014,1,Tampa
CouponCause.com,http://couponcause.com,California,700000.0,1107,Advertising & Marketing,7,2013,1,Topanga
Arrive Logistics,arrivelogistics.com,Texas,36900000.0,1107,Logistics & Transportation,614,2014,1,Austin
Integrity Cargo Solutions,shipintegrity.com,California,600000.0,1106,Logistics & Transportation,5,2012,1,Cerritos
Wireless Everywhere,http://wavewireless.co,District of Columbia,300000.0,1103,Telecommunications,23,2015,1,Washington
AudienceX,http://audiencex.com,California,1400000.0,1103,Advertising & Marketing,80,2008,1,Marina Del Rey
SOCi,meetsoci.com,California,900000.0,1097,Advertising & Marketing,113,2010,2,San Diego
Advanced Architectural Products,http://smartcisystems.com,Michigan,1600000.0,1095,Construction,51,2014,1,Allegan
Proper Media,proper.io,California,3600000.0,1093,Advertising & Marketing,25,2014,2,San Diego
Dispatch Technologies,http://dispatch.me,Massachusetts,700000.0,1093,Business Products & Services,65,2012,1,Boston
Kisi Security,getkisi.com,New York,300000.0,1093,Security,35,2012,2,Brooklyn
BridgeTech,http://bridge.tech,Oregon,200000.0,1091,IT Management,25,2014,1,Portland
Boomerang Transportation,boomerangtrans.com,Florida,700000.0,1086,Logistics & Transportation,8,2014,1,Tampa
E&M Technologies,eandmtech.com,Virginia,1000000.0,1083,Government Services,103,2005,1,Reston
Advertise Purple,http://advertisepurple.com,California,600000.0,1074,Advertising & Marketing,38,2012,2,Santa Monica
Spike Brewing Equipment,spikebrewing.com,Wisconsin,500000.0,1073,Manufacturing,24,2011,1,Milwaukee
Pathway Vet Alliance,pathwayvets.com,Texas,37400000.0,1064,Health,4572,2003,2,Austin
Bailey's Blossoms,http://baileysblossoms.com,Texas,600000.0,1056,Retail,24,2013,2,AURORA
Simple Technology Solutions,keepitsts.com,District of Columbia,500000.0,1052,IT System Development,30,2013,1,Washington
SkyRun Breckenridge,http://breckenridge.skyrun.com,Colorado,400000.0,1047,Travel & Hospitality,13,2009,1,Breckenridge
Clean Juice,http://cleanjuice.com,North Carolina,500000.0,1046,Retail,210,2015,1,Charlotte
InGenius Prep,ingeniusprep.com,Connecticut,900000.0,1046,Education,120,2013,2,New Haven
Aysco Technology Integration,ayscoinc.com,Ohio,2000000.0,1045,Security,34,1988,1,kent
Kenna Security,kennasecurity.com,California,1300000.0,1044,Security,130,2011,1,San Francisco
CarLotz,carlotz.com,Virginia,3800000.0,1043,Retail,125,2011,2,Richmond
Assured Consulting Solutions,assured-consulting.com,Virginia,2100000.0,1043,IT Management,50,2011,2,Reston
The Garrett Companies,thegarrettco.com,Indiana,6800000.0,1043,Real Estate,53,2009,4,Greenwood
Era Transport,goeratransport.com,Illinois,1000000.0,1041,Logistics & Transportation,80,2013,2,Chicago
M-Communications,mcommwireless.com,Georgia,2100000.0,1040,Telecommunications,19,2011,1,Evans
ClickFunnels,clickfunnels.com,Idaho,9500000.0,1034,Software,96,2014,2,Eagle
BCM London,bcmlondon.com,Georgia,200000.0,1033,Construction,5,2007,1,Kennesaw
Uptime,http://uptimeenergy.com,California,1600000.0,1031,Food & Beverage,49,1985,2,Van Nuys
Competitive Range Solutions,getcrs.com,Illinois,1300000.0,1031,IT Management,94,2011,1,Alton
Real Broker,joinreal.com,New York,900000.0,1030,Real Estate,9,2014,1,New York
Buhler Commercial,http://buhlercommercial.com,California,400000.0,1022,Construction,8,2015,1,San Francisco
Trailhead Marketing,http://trailheadmarketing.com,Oregon,300000.0,1021,Advertising & Marketing,45,2013,1,Portland
Factor 75,factor75.com,Illinois,2200000.0,1018,Food & Beverage,18,2013,3,Batavia
Algolia,http://algolia.com,California,3100000.0,1014,Software,238,2012,2,San Francisco
Midway Dental Supply,midwaydental.com,Michigan,7400000.0,1013,Health,163,1984,4,Livonia
eAudit,eaudit.com,North Carolina,400000.0,1006,Logistics & Transportation,5,2013,1,Emerald Isle
Panagora Group,panagoragroup.net,Maryland,600000.0,1002,Government Services,70,2010,1,Silver Spring
MCI,http://mci.world,Iowa,4500000.0,1002,Business Products & Services,2000,2015,1,Iowa City
Abrams Realty,abramshomes.com,Virginia,300000.0,1001,Real Estate,45,2014,2,Virginia Beach
Pelican Waste & Debris,pelicanwaste.net,Louisiana,1900000.0,998,Environmental Services,180,2013,2,Please Select
Gametime,gametime.co,California,16000000.0,996,Consumer Products & Services,77,2013,3,San Francisco
Morning Lavender,morninglavender.com,California,400000.0,992,Retail,45,2014,2,Tustin
Keypath Education,keypathedu.com,Illinois,3000000.0,987,Education,295,2014,1,Schaumberg
Thigo International,gemorie.com,California,400000.0,987,Retail,8,2011,1,SAN GABRIEL
Saved By The Dress,savedbythedress.com,Florida,1100000.0,986,Retail,20,2013,2,Miami
Starc Systems,http://starcsystems.com,Maine,800000.0,983,Manufacturing,39,2015,1,Brunswick
Angel Heart Boutique,http://angelheartboutique.com,Oklahoma,300000.0,980,Retail,6,2015,1,Edmond
ARM Consulting,armconsultingonline.com,Virginia,300000.0,976,Government Services,15,2005,2,Leesburg
Chacka Marketing,chackamarketing.com,Florida,1900000.0,971,Advertising & Marketing,26,2009,3,Tampa
MapleMark Bank,maplemarkbank.com,Texas,800000.0,967,Financial Services,48,1909,1,Dallas
Vonlane,vonlane.com,Texas,1400000.0,967,Logistics & Transportation,103,2013,1,Dallas
Prosper Group,http://prospergroupcorp.com,Indiana,1700000.0,966,Advertising & Marketing,36,2006,1,Indianapolis
Point3 Security,ittakesahuman.com,Maryland,600000.0,966,Security,20,2014,1,Perry Hall
Directive,directiveconsulting.com,California,400000.0,965,Advertising & Marketing,46,2014,1,Irvine
Alkami Technology,alkami.com,Texas,5200000.0,957,Software,397,2009,3,Plano
QuickBox Fulfillment,quickbox.com,Colorado,4000000.0,957,Logistics & Transportation,170,2009,1,Denver
SandsRx,sandsrx.com,Texas,4300000.0,956,Health,50,2013,1,Wylie
The Building People,http://thebuildingpeople.com,Virginia,1200000.0,955,Real Estate,87,2012,2,LEESBURG
The SnapBar,thesnapbar.com,Washington,200000.0,947,Business Products & Services,34,2012,1,Gig Harbor
FitSmallBusiness.com,fitsmallbusiness.com,New York,700000.0,946,Advertising & Marketing,77,2011,2,New York
Powerful Professionals,http://powerfulprofessionals.com,Georgia,200000.0,935,Business Products & Services,5,2001,1,Alpharetta
Probo Medical,probomedical.com,Indiana,3000000.0,926,Business Products & Services,80,2014,1,Fishers
Spotio,http://spotio.com,Texas,300000.0,924,Software,21,2014,1,Dallas
Prime Meridian Capital Management,pmifunds.com,California,800000.0,922,Financial Services,13,2012,2,Walnut Creek
Fox Dealer,foxdealer.com,California,2200000.0,916,Advertising & Marketing,65,2013,2,Pasadena
